CMDLINE python3 run_tools.py -i /nv/hp10/sravishankar9/scratch/thesis/aimtwo/PlasGenome/ -o /nv/hp10/sravishankar9/scratch/thesis/aimtwo/PlasGenome/ -m finch
MEM 1.820312 1564529240.5012
MEM 4.230469 1564529240.6015
MEM 4.988281 1564529240.7017
MEM 5.800781 1564529240.8020
MEM 6.031250 1564529240.9023
MEM 6.484375 1564529241.0025
MEM 7.453125 1564529241.1028
MEM 7.628906 1564529241.2031
MEM 8.687500 1564529241.3033
MEM 8.964844 1564529241.4036
MEM 9.253906 1564529241.5039
MEM 9.578125 1564529241.6042
MEM 9.578125 1564529241.7045
MEM 9.578125 1564529241.8047
MEM 9.578125 1564529241.9050
MEM 9.578125 1564529242.0053
MEM 9.578125 1564529242.1055
MEM 9.578125 1564529242.2058
MEM 9.578125 1564529242.3061
MEM 9.578125 1564529242.4064
MEM 9.578125 1564529242.5067
MEM 9.578125 1564529242.6070
MEM 9.578125 1564529242.7072
MEM 9.578125 1564529242.8075
MEM 9.578125 1564529242.9078
MEM 9.578125 1564529243.0080
MEM 9.578125 1564529243.1083
MEM 9.578125 1564529243.2086
MEM 9.578125 1564529243.3089
MEM 9.578125 1564529243.4091
MEM 9.578125 1564529243.5094
MEM 9.578125 1564529243.6096
MEM 9.578125 1564529243.7099
MEM 9.578125 1564529243.8102
MEM 9.578125 1564529243.9105
MEM 9.578125 1564529244.0108
MEM 9.578125 1564529244.1111
MEM 9.578125 1564529244.2115
MEM 9.578125 1564529244.3119
MEM 9.578125 1564529244.4124
MEM 9.578125 1564529244.5127
MEM 9.578125 1564529244.6131
MEM 9.578125 1564529244.7135
MEM 9.578125 1564529244.8139
MEM 9.578125 1564529244.9142
MEM 9.578125 1564529245.0145
MEM 9.578125 1564529245.1148
MEM 9.578125 1564529245.2152
MEM 9.578125 1564529245.3157
MEM 9.578125 1564529245.4161
MEM 9.578125 1564529245.5165
MEM 9.578125 1564529245.6171
MEM 9.578125 1564529245.7175
MEM 9.578125 1564529245.8179
MEM 9.578125 1564529245.9183
MEM 9.578125 1564529246.0187
MEM 9.578125 1564529246.1191
MEM 9.578125 1564529246.2195
MEM 9.578125 1564529246.3199
MEM 9.578125 1564529246.4203
MEM 9.578125 1564529246.5206
MEM 9.578125 1564529246.6209
MEM 9.578125 1564529246.7212
MEM 9.578125 1564529246.8215
MEM 9.578125 1564529246.9217
MEM 9.578125 1564529247.0220
MEM 9.578125 1564529247.1223
MEM 9.578125 1564529247.2226
MEM 9.578125 1564529247.3228
MEM 9.578125 1564529247.4232
MEM 9.578125 1564529247.5236
MEM 9.578125 1564529247.6240
MEM 9.578125 1564529247.7243
MEM 9.578125 1564529247.8247
MEM 9.578125 1564529247.9250
MEM 9.578125 1564529248.0252
MEM 9.578125 1564529248.1255
MEM 9.578125 1564529248.2258
MEM 9.578125 1564529248.3261
MEM 9.578125 1564529248.4264
MEM 9.578125 1564529248.5268
MEM 9.578125 1564529248.6272
MEM 9.578125 1564529248.7276
MEM 9.578125 1564529248.8280
MEM 9.578125 1564529248.9284
MEM 9.578125 1564529249.0288
MEM 9.578125 1564529249.1292
MEM 9.578125 1564529249.2296
MEM 9.578125 1564529249.3300
MEM 9.578125 1564529249.4304
MEM 9.578125 1564529249.5308
MEM 9.578125 1564529249.6312
MEM 9.578125 1564529249.7316
MEM 9.578125 1564529249.8320
MEM 9.578125 1564529249.9324
MEM 9.578125 1564529250.0328
MEM 9.578125 1564529250.1332
MEM 9.578125 1564529250.2336
MEM 9.578125 1564529250.3340
MEM 9.578125 1564529250.4344
MEM 9.578125 1564529250.5348
MEM 9.578125 1564529250.6351
MEM 9.578125 1564529250.7355
MEM 9.578125 1564529250.8359
MEM 9.578125 1564529250.9363
MEM 9.578125 1564529251.0367
MEM 9.578125 1564529251.1370
MEM 9.578125 1564529251.2373
MEM 9.578125 1564529251.3376
MEM 9.578125 1564529251.4379
MEM 9.578125 1564529251.5382
MEM 9.578125 1564529251.6386
MEM 9.578125 1564529251.7389
MEM 9.578125 1564529251.8393
MEM 9.578125 1564529251.9397
MEM 9.578125 1564529252.0401
MEM 9.578125 1564529252.1405
MEM 9.578125 1564529252.2409
MEM 9.578125 1564529252.3412
MEM 9.578125 1564529252.4416
MEM 9.578125 1564529252.5421
MEM 9.578125 1564529252.6424
MEM 9.578125 1564529252.7428
MEM 9.578125 1564529252.8433
MEM 9.578125 1564529252.9436
MEM 9.578125 1564529253.0440
MEM 9.578125 1564529253.1445
MEM 9.578125 1564529253.2449
MEM 9.578125 1564529253.3453
MEM 9.578125 1564529253.4456
MEM 9.578125 1564529253.5460
MEM 9.578125 1564529253.6464
MEM 9.578125 1564529253.7468
MEM 9.578125 1564529253.8472
MEM 9.578125 1564529253.9476
MEM 9.578125 1564529254.0480
MEM 9.578125 1564529254.1484
MEM 9.578125 1564529254.2488
MEM 9.578125 1564529254.3491
MEM 9.578125 1564529254.4496
MEM 9.578125 1564529254.5500
MEM 9.578125 1564529254.6504
MEM 9.578125 1564529254.7507
MEM 9.578125 1564529254.8511
MEM 9.578125 1564529254.9516
MEM 9.578125 1564529255.0519
MEM 9.578125 1564529255.1523
MEM 9.578125 1564529255.2527
MEM 9.578125 1564529255.3531
MEM 9.578125 1564529255.4535
MEM 9.578125 1564529255.5539
MEM 9.578125 1564529255.6543
MEM 9.578125 1564529255.7547
MEM 9.578125 1564529255.8553
MEM 9.578125 1564529255.9557
MEM 9.578125 1564529256.0561
MEM 9.578125 1564529256.1565
MEM 9.578125 1564529256.2569
MEM 9.578125 1564529256.3573
MEM 9.578125 1564529256.4577
MEM 9.578125 1564529256.5581
MEM 9.578125 1564529256.6585
MEM 9.578125 1564529256.7589
MEM 9.578125 1564529256.8593
MEM 9.578125 1564529256.9597
MEM 9.578125 1564529257.0601
MEM 9.578125 1564529257.1605
MEM 9.578125 1564529257.2608
MEM 9.578125 1564529257.3612
MEM 9.578125 1564529257.4616
MEM 9.578125 1564529257.5620
MEM 9.578125 1564529257.6624
MEM 9.578125 1564529257.7628
MEM 9.578125 1564529257.8632
MEM 9.578125 1564529257.9636
MEM 9.578125 1564529258.0640
MEM 9.578125 1564529258.1644
MEM 9.578125 1564529258.2647
MEM 9.578125 1564529258.3651
MEM 9.578125 1564529258.4655
MEM 9.578125 1564529258.5659
MEM 9.578125 1564529258.6663
MEM 9.578125 1564529258.7667
MEM 9.578125 1564529258.8671
MEM 9.578125 1564529258.9675
MEM 9.578125 1564529259.0679
MEM 9.578125 1564529259.1682
MEM 9.578125 1564529259.2686
MEM 9.578125 1564529259.3690
MEM 9.578125 1564529259.4693
MEM 9.578125 1564529259.5697
MEM 9.578125 1564529259.6701
MEM 9.578125 1564529259.7705
MEM 9.578125 1564529259.8708
MEM 9.578125 1564529259.9712
MEM 9.578125 1564529260.0715
MEM 9.578125 1564529260.1718
MEM 9.578125 1564529260.2722
MEM 9.578125 1564529260.3724
MEM 9.578125 1564529260.4727
MEM 9.578125 1564529260.5730
MEM 9.578125 1564529260.6732
MEM 9.578125 1564529260.7736
MEM 9.578125 1564529260.8740
MEM 9.578125 1564529260.9744
MEM 9.578125 1564529261.0748
MEM 9.578125 1564529261.1751
MEM 9.578125 1564529261.2755
MEM 9.578125 1564529261.3759
MEM 9.578125 1564529261.4763
MEM 9.578125 1564529261.5767
MEM 9.578125 1564529261.6770
MEM 9.578125 1564529261.7774
MEM 9.578125 1564529261.8778
MEM 9.578125 1564529261.9782
MEM 9.578125 1564529262.0786
MEM 9.578125 1564529262.1789
MEM 9.578125 1564529262.2792
MEM 9.578125 1564529262.3795
MEM 9.578125 1564529262.4799
MEM 9.578125 1564529262.5803
MEM 9.578125 1564529262.6807
MEM 9.578125 1564529262.7811
MEM 9.578125 1564529262.8815
MEM 9.578125 1564529262.9819
MEM 9.578125 1564529263.0823
MEM 9.578125 1564529263.1827
MEM 9.578125 1564529263.2831
MEM 9.578125 1564529263.3835
MEM 9.578125 1564529263.4839
MEM 9.578125 1564529263.5843
MEM 9.578125 1564529263.6847
MEM 9.578125 1564529263.7851
MEM 9.578125 1564529263.8855
MEM 9.578125 1564529263.9859
